brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
c8bf4b64-a849-459d-85bf-a0dafbf024b4,CORNITOS Utsava-cgp005 700 Grams,"{""tags"": [""Dry Fruits"", ""Snacks"", ""Almonds"", ""Cashews"", ""Lightly Salted"", ""Barbeque Flavor"", ""Healthy Snacks"", ""Roasted Nuts"", ""Premium Quality"", ""Party Snacks""], ""type"": ""Almonds"", ""packSize"": ""N/A"", ""netWeight"": ""700 Grams"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""flavorSeasoning"": ""Smoky Barbeque"", ""preparationType"": ""Lightly Salted""}",Dry Fruits/Seeds,utsava cgp005,utsava cgp005 | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,8
ca4bc6a4-4867-4183-8914-5d0737e47da4,CORNITOS NACHO CRISPS CHEESE AND HERBS 30 GM,"{""tags"": [""snack"", ""crisps"", ""gluten-free"", ""cheese"", ""herbs"", ""cornitos""], ""type"": ""NACHO CRISPS"", ""scent"": ""Cheesy"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""30 gm"", ""packetSize"": ""Single-Use"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""packagingType"": ""Bag"", ""caloricContent"": ""Light Snack"", ""certifications"": ""N/A"", ""marketingClaim"": ""Now Extra Cheesy"", ""prominentColor"": ""Purple"", ""specialFeature"": ""Gluten Free"", ""countryOfOrigin"": ""India"", ""flavourOrVariant"": ""CHEESE AND HERBS"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""primaryIngredient"": ""Corn"", ""servingSuggestion"": ""Plain or with dips"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Store in a cool, dry place"", ""additionalIngredients"": ""Cheese""}",Cheese / Paneer / Tofu,nacho crisps cheese and herbs,nacho crisps cheese and herbs | cheese paneer tofu,CORNITOS,"Cheese, Paneer, Tofu",Cheese,-1
cb50d5b7-8cef-42b5-a7c4-6b2688dca86f,Cornitos Pepper And Salt Roasted Cashews Tin 40 Grams Roasted Nuts,"{""tags"": [""Roasted Cashews"", ""Snacks"", ""Healthy Eating"", ""Party Snacks"", ""Gourmet Nuts""], ""type"": ""Cashews"", ""scent"": ""Nutty"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""40 Grams"", ""packetSize"": ""Single-Use"", ""seasonalUse"": ""Year-Round"", ""healthClaims"": ""High in Protein"", ""priceSegment"": ""Premium"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""certifications"": ""N/A"", ""packagingShape"": ""Square"", ""flavorSeasoning"": ""Pepper and Salt"", ""preparationType"": ""Roasted"", ""productFeatures"": ""Gluten-Free"", ""applicationMethod"": ""Snacking"", ""packagingMaterial"": ""Tin"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""Snack Lovers"", ""cookingInspiration"": ""N/A"", ""storageInstruction"": ""Store in a cool, dry place"", ""allergenInformation"": ""Contains Nuts""}",Dry Fruits/Seeds,pepper and salt roasted cashews roasted nuts,pepper and salt roasted cashews roasted nuts | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
cb881464-e05d-485e-a032-9a14e9201c9e,CORNITOS Cheesy Sour Cream Onion X 18 BAKED AND FRIED CORN CHIPS 990 Grams,"{""tags"": [""Corn"", ""Chips"", ""Cheese"", ""Snack"", ""Baked"", ""Fried"", ""Affordable""], ""scent"": ""Savory"", ""flavour"": ""Cheesy Sour Cream Onion"", ""texture"": ""Crunchy"", ""brandName"": ""Cornitos"", ""netWeight"": ""990 Grams"", ""packetSize"": ""Multi-Use"", ""productType"": ""Chips"", ""packQuantity"": ""18 Each"", ""priceSegment"": ""Affordable"", ""productUsage"": ""Snack"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Corn"", ""resealability"": ""Non-Resealable"", ""packagingShape"": ""Box"", ""specialFeature"": ""Baked and Fried"", ""countryOfOrigin"": ""India"", ""marketingClaims"": ""Premium Quality"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""All Ages"", ""dietarySuitability"": ""Vegetarian"", ""productColorScheme"": ""Beige and Brown"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,cheesy sour cream onion x baked and fried chips,cheesy sour cream onion x baked and fried chips | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,33
cc2681ed-15f5-4e7e-9a52-b39b81825d8d,CORNITOS Tortilos Nacho Crisps -peri Peri Baked And Fried Corn Chips 70 Grams,"{""tags"": [""snack"", ""crisps"", ""corn"", ""peri peri"", ""crunchy"", ""tortilos""], ""color"": ""Golden Yellow"", ""scent"": ""Spicy"", ""flavour"": ""Peri Peri"", ""texture"": ""Crunchy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""70 g"", ""crispiness"": ""Crispy"", ""packetSize"": ""Single-Use"", ""spiceLevel"": ""Medium"", ""productType"": ""Chips"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Plastic Tray"", ""certifications"": ""None"", ""specialFeature"": ""Baked"", ""nutritionalInfo"": ""High in fiber"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Plain or with dip"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,tortilos nacho crisps peri peri baked and fried chips rams,tortilos nacho crisps peri peri baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,54
cfc8a9db-8df2-4f9f-a7b2-4b4c8da7f82e,CORNITOS Cheesy Sour Cream Onion X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,"{""tags"": [""corn chips"", ""snack"", ""baked"", ""fried"", ""cheese"", ""onion"", ""family size""], ""scent"": ""Savory"", ""flavour"": ""Cheesy Sour Cream Onion"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""imageType"": ""Digital Mock-Up"", ""netWeight"": ""2400 Grams"", ""packetSize"": ""Family Pack"", ""properties"": [""❌ resealable""], ""productType"": ""Chips"", ""seasonalUse"": ""All Seasons"", ""packQuantity"": ""16 Each"", ""priceSegment"": ""Premium"", ""keyIngredient"": ""Corn"", ""certifications"": null, ""marketingClaim"": null, ""packagingShape"": ""Box"", ""prominentColor"": ""Purple"", ""specialFeature"": ""Baked and Fried"", ""applicationMethod"": null, ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General""}",Sweets/Snacks,cheesy sour cream onion x baked and fried chips,cheesy sour cream onion x baked and fried chips | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,33
d26b7f69-de4c-4365-81ff-abfb35d71ad1,CORNITOS Taco Shell 6 Inch X 10 Baked And Fried 1800 Grams,"{""tags"": [""taco"", ""snack"", ""crispy"", ""baked"", ""fried"", ""corn"", ""family snack"", ""savory"", ""indian snacks"", ""affordable""], ""shape"": ""Round"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""1800 grams"", ""shelfLife"": ""N/A"", ""packetSize"": ""Multi-Use"", ""productType"": ""Taco Shell"", ""seasonalUse"": ""N/A"", ""allergenInfo"": ""N/A"", ""packQuantity"": ""10 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Savory"", ""certification"": ""FSSAI"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Box"", ""snackCategory"": ""Savory"", ""specialFeature"": ""Baked and Fried"", ""countryOfOrigin"": ""India"", ""servingSuggestion"": ""Use for Tacos"", ""targetDemographic"": ""Family"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,taco shell x baked and fried,taco shell x baked and fried | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,40
d386bd14-3425-4d4e-a184-cdd2a0129dcc,CORNITOS Utsava-cgp013 Set 490 Grams,"{""tags"": [""snack"", ""healthy"", ""nuts"", ""party mix"", ""festive""], ""type"": ""Nuts & Seeds Mix"", ""scent"": ""Nutty"", ""texture"": ""Crunchy"", ""mealType"": ""Snack"", ""packSize"": ""Pack of 1"", ""netWeight"": ""490 Grams"", ""seasonalUse"": ""Festive"", ""servingSize"": ""50 Grams"", ""allergenInfo"": ""Contains Nuts"", ""bulkPurchase"": ""Available"", ""priceSegment"": ""Affordable"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""India"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Reusable Bag"", ""certifications"": ""N/A"", ""expirationDate"": ""12 months from packaging"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snacking"", ""dietaryPreference"": ""Vegan"", ""targetDemographic"": ""Adults"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,utsava cgp013 set,utsava cgp013 set | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,8
d407bc80-b417-4601-b241-743357a7035d,Cornitos Nuts Combo Pack 400 Grams,"{""tags"": [""Cornitos"", ""Nuts"", ""Snack"", ""Salted"", ""Healthy Snack"", ""Fiber Rich""], ""type"": ""Nuts Combo Pack"", ""scent"": ""Nutty"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""400 Grams"", ""packetSize"": ""Multi-Use"", ""properties"": [""source of fiber"", ""source of protein"", ""zero cholesterol""], ""seasonalUse"": ""All Seasons"", ""allergenInfo"": ""May contain traces of nuts"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Resealable Bag"", ""certifications"": ""FSSAI Certified"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""Salted"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegetarian"", ""targetDemographic"": ""Adults"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,nuts combo,nuts combo | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,28
d4b946a3-3eb6-41fb-9f18-d8485a20267d,Cornitos Tikka Masala 30 Grams,"{""tags"": [""snack"", ""crispy"", ""gluten-free"", ""Tikka Masala"", ""appetizer""], ""color"": ""Orange"", ""scent"": ""Spicy"", ""shape"": ""Triangular"", ""flavour"": ""Tikka Masala"", ""texture"": ""Crispy"", ""brandName"": ""Cornitos"", ""netWeight"": ""30 g"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""brandOrigin"": ""India"", ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": null, ""certifications"": ""None"", ""specialFeature"": ""Gluten Free"", ""marketingClaims"": ""Bold Flavor"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Sweets/Snacks,tikka masala rams,tikka masala rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,25
d7d8b93f-8014-4b88-9765-17f38ebe6ab8,CORNITOS Potato Crusties Italian Cheese 50g-gt Bag 50 Grams,"{""tags"": [""snacks"", ""sweets"", ""crunchy"", ""potato"", ""cheese""], ""scent"": ""Savory"", ""flavour"": ""Italian Cheese"", ""texture"": ""Crunchy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""50 g"", ""packetSize"": ""Single-Use"", ""properties"": [""gluten free"", ""❌ resealable"", ""cholesterol free""], ""productType"": ""Potato Snacks"", ""seasonalUse"": ""Anytime Snack"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Potato"", ""productOrigin"": ""Product of India"", ""certifications"": ""FSSAI Certified"", ""specialFeature"": ""Baked"", ""usageSuggestions"": ""Ideal for snacking"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Store in a cool, dry place"", ""mainPackagingMaterial"": ""Plastic""}",Sweets/Snacks,potato crusties italian cheese gt rams,potato crusties italian cheese gt rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,15
d8e25a08-062e-4d7f-bbd5-4cd7b0af6438,CORNITOS Classic Guacamole Tub 225 Grams,"{""tags"": [""guacamole"", ""CORNITOS"", ""vegan"", ""snack"", ""no preservatives"", ""premium""], ""type"": ""Guacamole"", ""scent"": ""N/A"", ""texture"": ""Creamy"", ""packSize"": ""N/A"", ""netWeight"": ""225 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""vegan""], ""seasonalUse"": ""N/A"", ""priceSegment"": ""Premium"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Tub"", ""preservatives"": ""No Preservatives"", ""productOrigin"": ""Product of Mexico"", ""certifications"": ""N/A"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Dipping"", ""targetDemographic"": ""General"", ""servingSuggestions"": ""Snack"", ""storageInstructions"": ""Refrigerate after opening""}",Dry Fruits/Seeds,classic guacamole tub,classic guacamole tub | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
d9b8727c-5377-4748-b22b-305d6572d8bf,CORNITOS Pineapple Salsa Dip -100g 100 Grams,"{""tags"": [""Pineapple Salsa"", ""Dips"", ""Gluten Free"", ""Sauce"", ""Condiment""], ""scent"": ""Fresh"", ""texture"": ""Chunky"", ""packSize"": ""N/A"", ""brandName"": ""CORNITOS"", ""heatLevel"": ""Mild"", ""netWeight"": ""100 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""recyclable packaging""], ""productType"": ""Salsa"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Savory"", ""containerType"": ""Jar"", ""certifications"": ""N/A"", ""cuisineOrUsage"": ""N/A"", ""flavourProfile"": ""Mild"", ""mainIngredient"": ""Tomato"", ""marketingClaim"": ""Chef's Choice"", ""applicationMethod"": ""Dipping"", ""dietaryAttributes"": ""Gluten Free"", ""servingSuggestion"": ""With Chips"", ""targetDemographic"": ""General Audience"", ""pairingSuggestions"": ""Tacos""}",Sauces/Spreads/Dips/Condiments,pineapple salsa dip,pineapple salsa dip | sauces spreads dips condiments,CORNITOS,"Sauces, Spreads, Dips, Condiments",Sauces,-1
da0ece81-d655-4bc0-8c74-a3fbba38ac02,CORNITOS Cheese Chipotle Dip X 12 Spread 3600 Grams,"{""tags"": [""CORNITOS"", ""Dip"", ""Cheese Dip"", ""Condiment"", ""Pack of 12"", ""3600 Grams""], ""scent"": ""N/A"", ""vegan"": ""N/A"", ""organic"": ""N/A"", ""texture"": ""N/A"", ""packSize"": ""Pack of 12"", ""brandName"": ""CORNITOS"", ""netWeight"": ""3600 Grams"", ""sugarFree"": ""N/A"", ""glutenFree"": ""N/A"", ""packetSize"": ""Multi-Use"", ""productType"": ""Dip"", ""seasonalUse"": ""N/A"", ""noAddedSugar"": ""N/A"", ""priceSegment"": ""Affordable"", ""containerType"": ""Box"", ""additionalInfo"": ""N/A"", ""certifications"": ""N/A"", ""cuisineOrUsage"": ""N/A"", ""flavourProfile"": ""N/A"", ""mainIngredient"": ""N/A"", ""applicationMethod"": ""N/A"", ""dietaryAttributes"": ""N/A"", ""targetDemographic"": ""N/A"", ""servingSuggestions"": ""N/A"", ""storageInstructions"": ""N/A""}",Sauces/Spreads/Dips/Condiments,cheese chipotle dip x spread,cheese chipotle dip x spread | sauces spreads dips condiments,CORNITOS,"Sauces, Spreads, Dips, Condiments",Sauces,5
db8eafcf-2378-4dd8-a030-23fbf30e257e,CORNITOS Peri Nachos And Salsa Dip Tray Baked Fried Corn Chips 80 Grams,"{""fats"": ""6 g"", ""tags"": [""Nachos"", ""Salsa"", ""Peri Peri"", ""Gluten Free"", ""Snack"", ""Crisps"", ""Corn"", ""Cholesterol Free""], ""flavour"": ""Peri Peri"", ""texture"": ""Crispy"", ""variant"": ""Salsa Dip"", ""brandName"": ""Cornitos"", ""netWeight"": ""80 g"", ""snackType"": ""Crisps"", ""dietaryInfo"": ""Cholesterol Free"", ""energyValue"": ""134 Calories"", ""productType"": ""Nachos"", ""dietaryFiber"": ""1 g"", ""packSizeType"": ""Single-Use"", ""priceSegment"": ""Affordable"", ""sugarContent"": ""1 g"", ""carbohydrates"": ""19 g"", ""keyIngredient"": ""Corn"", ""sodiumContent"": ""188 mg"", ""proteinContent"": ""2 g"", ""specialFeature"": ""Gluten Free"", ""packageMaterial"": ""Plastic"", ""nutritionalClaim"": ""Non GMO"", ""storageCondition"": ""Cool, Dry Place"", ""expiryDateConstraint"": ""Best Before"", ""mainIngredientOrigin"": ""Corn Oil""}",Sweets/Snacks,peri nachos and salsa dip tray baked fried chips rams,peri nachos and salsa dip tray baked fried chips rams | sweets snacks,Cornitos,"Sweets, Snacks",Sweets,55
dc635365-2455-46cc-aa52-98fc6d195729,CORNITOS Barbeque Nacho Crisps 70g Euro Pack Baked And Fried Corn Chips 70 Grams,"{""form"": ""Chips"", ""tags"": [""Cornitos"", ""Nacho Crisps"", ""Barbeque"", ""Snacks"", ""Gluten Free""], ""color"": ""Multi-Color"", ""scent"": ""Spicy"", ""flavour"": ""Barbeque"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""70 g"", ""packetSize"": ""Single-Use"", ""crunchLevel"": ""High Crunch"", ""productType"": ""Nacho Crisps"", ""seasonalUse"": ""Anytime"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""shelfStorage"": ""Ambient"", ""tasteProfile"": ""Savory"", ""dietaryClaims"": ""Gluten Free"", ""keyIngredient"": ""Corn"", ""packagingType"": ""Pack"", ""usageOccasion"": ""Party Snack"", ""expiryDuration"": ""Long Shelf Life"", ""specialFeature"": ""Gluten Free"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Alone or with dips"", ""targetDemographic"": ""General""}",Sweets/Snacks,barbeque nacho crisps euro baked and fried chips rams,barbeque nacho crisps euro baked and fried chips rams | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,60
dce509d6-5404-4add-8daa-5e4a8acf663b,Cornitos Super Seeds 200 Grams,"{""tags"": [""roasted"", ""super seeds"", ""healthy snack"", ""nutritious"", ""gluten-free"", ""vegan"", ""cornitos""], ""type"": ""Super Seeds Mix"", ""origin"": ""India"", ""richIn"": ""Omega-3, Protein, Vitamins"", ""texture"": ""Crispy"", ""netWeight"": ""200 Grams"", ""packaging"": ""Pouch"", ""productUse"": ""Meal Addition, Snack"", ""properties"": [""gluten free"", ""resealable""], ""seasonalUse"": ""All Season"", ""productBrand"": ""Cornitos"", ""sourceRegion"": null, ""varietyGrade"": null, ""flavorSeasoning"": null, ""marketingClaims"": ""Rich in Omega-3, Rich in Protein, Vitamin Rich"", ""preparationType"": ""Roasted"", ""applicationMethod"": ""Snack"", ""dietaryPreference"": ""Vegan Friendly"", ""targetDemographic"": ""Health-Conscious"", ""caloriesPerServing"": ""170 Calories""}",Dry Fruits/Seeds,super seeds,super seeds | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
dd073932-ce99-4148-bfa6-360188a9a2bd,CORNITOS Salt And Pepper Peanut 150 Grams,"{""tags"": [""peanuts"", ""snacks"", ""salted"", ""healthy"", ""cornitos""], ""type"": ""Peanut"", ""scent"": ""Savory"", ""nonGmo"": ""N/A"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""150 Grams"", ""packetSize"": ""Single-Use"", ""properties"": [""vegan"", ""gluten free"", ""healthy option""], ""seasonalUse"": ""Anytime"", ""priceSegment"": ""Affordable"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""certifications"": ""N/A"", ""productDetails"": ""Snack"", ""flavorSeasoning"": ""Salt & Pepper"", ""preparationType"": ""Salted"", ""applicationMethod"": ""Snack"", ""sustainableSource"": ""N/A"", ""targetDemographic"": ""Adults""}",Dry Fruits/Seeds,salt and pepper peanut,salt and pepper peanut | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,32
ddafc6de-36f9-4046-92dc-9012fdb6c3a3,Cornitos 8 Inch Corn And Wheat Tortilla Wrap 270 Grams,"{""tags"": [""Cornitos"", ""Tortilla"", ""Wrap"", ""270g"", ""Vegan"", ""Resealable Pouch"", ""Sandwich"", ""Soft"", ""Toasted"", ""8 Inches""], ""usage"": ""Sandwich Filling"", ""length"": ""8 Inches"", ""origin"": ""Product of Turkey"", ""texture"": ""Soft"", ""formType"": ""Wrap"", ""packSize"": ""6"", ""brandName"": ""Cornitos"", ""netWeight"": ""270 g"", ""packaging"": ""Resealable Pouch"", ""shelfLife"": ""Check packaging for best before date"", ""labelClaim"": ""Vegan"", ""packetSize"": ""Multi-Use"", ""grainDetail"": ""Toasted Bread"", ""productType"": ""Tortilla Wrap"", ""suitableFor"": ""Vegetarian"", ""instructions"": ""Fill, Roll, Toast"", ""priceSegment"": ""Affordable"", ""certifications"": ""Europe, Vegan"", ""productMaterial"": ""Corn & Wheat Flour"", ""specialAttribute"": null}",Cereal/Grain/Pulse Products,and wheat tortilla wrap rams,and wheat tortilla wrap rams | cereal grain pulse products,Cornitos,"Cereal, Grain, Pulse Products",Cereal,1
de68fc87-3355-45d7-b24d-08aff34c9b4a,CORNITOS Tomato Mexicana X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,"{""tags"": [""snack"", ""crispy"", ""tomato"", ""corn"", ""baked"", ""party food""], ""color"": ""Red"", ""scent"": ""Savory"", ""shape"": ""Triangle"", ""flavour"": ""Tomato"", ""texture"": ""Crispy"", ""brandName"": ""CORNITOS"", ""netWeight"": ""2400 Grams"", ""packetSize"": ""Multi-Use"", ""properties"": [""resealability""], ""crunchiness"": ""High"", ""productType"": ""Chips"", ""seasonalUse"": ""Year-Round"", ""packQuantity"": ""16 Each"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""Corn"", ""caloricContent"": ""High"", ""specialFeature"": ""Baked"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Cardboard"", ""servingSuggestion"": ""Enjoy with Dips"", ""targetDemographic"": ""All Age Groups""}",Sweets/Snacks,tomato mexicana x baked and fried chips,tomato mexicana x baked and fried chips | sweets snacks,CORNITOS,"Sweets, Snacks",Sweets,43
e17f7181-e2a2-481e-a5b3-2abb740f36af,CORNITOS Party Mix 200g X 12 Case 2400 Grams,"{""tags"": [""snack"", ""party mix"", ""corn chips"", ""CORNITOS"", ""tortilla chips"", ""crispy snack""], ""type"": ""Party Mix"", ""scent"": ""Corn"", ""texture"": ""Crispy"", ""packSize"": ""Pack of 12"", ""netWeight"": ""2400 g"", ""unitCount"": ""12"", ""glutenFree"": ""N/A"", ""packetSize"": ""Multi-Use"", ""properties"": [""vegan"", ""❌ contains nuts""], ""seasonalUse"": ""All-Year"", ""servingSize"": ""200 g"", ""priceSegment"": ""Affordable"", ""productBrand"": ""CORNITOS"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Box"", ""flavorSeasoning"": ""N/A"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snacking"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Cool, dry place""}",Dry Fruits/Seeds,party mix x case rams,party mix x case rams | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
e32aff17-222e-45a9-845f-9197de3c5490,Cornitos Roasted Cashew Crack Pepper 200 Grams,"{""tags"": [""snack"", ""healthy"", ""cashews"", ""roasted"", ""pepper"", ""gluten-free"", ""vegan""], ""brand"": ""Cornitos"", ""scent"": ""Nutty"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""200 Grams"", ""packetSize"": ""Single-Use"", ""productType"": ""Cashews"", ""seasonalUse"": ""All year"", ""caloricValue"": ""172 calories per serving"", ""priceSegment"": ""Affordable"", ""sourceRegion"": ""India"", ""varietyGrade"": ""N/A"", ""certifications"": ""N/A"", ""ingredientList"": ""Cashews, Pepper, Herbs"", ""flavorSeasoning"": ""Pepper & Herbs"", ""nutritionClaims"": ""Source of Protein, Source of Fiber, Zero Cholesterol"", ""preparationType"": ""Roasted"", ""applicationMethod"": ""Snack"", ""targetDemographic"": ""Health-conscious consumers"", ""dietaryPreferences"": ""Vegetarian"", ""servingSuggestions"": ""Can be consumed directly or added to dishes"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,roasted cashew crack pepper,roasted cashew crack pepper | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,37
e3eb3602-5d76-4c57-9b9b-daeb57658609,Cornitos Peper & Herbs Cashew And Party Mix 400 Grams,"{""tags"": [""snack"", ""cashews"", ""herbs"", ""party mix"", ""savory""], ""type"": ""Party Mix"", ""scent"": ""Savory"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""netWeight"": ""400 Grams"", ""packetSize"": ""Multi-Use"", ""cookingTime"": ""N/A"", ""ingredients"": ""Cashews, Peper & Herbs"", ""seasonalUse"": ""Anytime"", ""servingSize"": ""N/A"", ""allergenInfo"": ""Contains Nuts"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Cornitos"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""certifications"": ""N/A"", ""flavorSeasoning"": ""Peper & Herbs"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""dietaryRestrictions"": ""N/A"", ""storageInstructions"": ""Store in a cool, dry place""}",Dry Fruits/Seeds,peper herbs cashew and party mix,peper herbs cashew and party mix | dry fruits seeds,Cornitos,"Dry Fruits, Seeds",Dry Fruits,-1
e7481eb1-8f1f-4100-b7aa-7f9b59d75c95,CORNITOS NACHO CHIPS SWEET CHILLI - 20g.,"{""tags"": [""nacho chips"", ""gluten free"", ""snack"", ""sweet chilli"", ""crunchy""], ""scent"": ""Spicy"", ""flavour"": ""Sweet Chilli"", ""texture"": ""Crunchy"", ""dietType"": ""Vegetarian"", ""brandName"": ""CORNITOS"", ""netVolume"": ""N/A"", ""netWeight"": ""20 Grams"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealability""], ""specialTag"": ""Gluten Free"", ""spiceLevel"": ""Medium"", ""seasonalUse"": ""Any Season"", ""priceSegment"": ""Affordable"", ""transparency"": ""Opaque"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Bag"", ""certifications"": ""N/A"", ""weightCategory"": ""Light Snack"", ""crispinessLevel"": ""High"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Ideal for Parties"", ""targetDemographic"": ""Snack Lovers""}",Crunchy Snack,nacho chips sweet chilli,nacho chips sweet chilli | crunchy snack,CORNITOS,Crunchy Snack,Crunchy Snack,24
