brandSKUId,label,facets_jsonb,categoryLabel,normalized_name,core_identity,brand_extracted,categories_parsed,primary_category,cluster_id
0047a5ab-5b95-4996-8557-d8fac814279b,"Haldiram - Kaju Katli, 500 Gram","{""tags"": [""Haldiram"", ""Kaju Katli"", ""Sweets"", ""Indian Desserts"", ""Cashew""], ""color"": ""White"", ""scent"": ""Nutty"", ""shape"": ""Square"", ""flavour"": null, ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""500 g"", ""expiryDate"": ""6 months from manufacturing"", ""packetSize"": ""Multi-Use"", ""productType"": ""Kaju Katli"", ""seasonalUse"": ""Festive"", ""allergenInfo"": ""Contains nuts"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Cashew"", ""specialFeature"": null, ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Can be served as dessert"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,kaju katli,kaju katli | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,365
ed4cec47-15de-45e2-84d2-2a201022e416,"Haldiram - Dodha Burfi, 1 Kg","{""tags"": [""Haldiram"", ""Dodha Burfi"", ""1 kg"", ""Sweets"", ""Family Pack"", ""Indian Sweets""], ""flavour"": null, ""brandName"": ""Haldiram"", ""netWeight"": ""1 kg"", ""shelfLife"": null, ""textColor"": ""Pink"", ""isGiftPack"": null, ""packetSize"": ""Family Pack"", ""productType"": ""Dodha Burfi"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Premium"", ""keyIngredient"": null, ""marketingClaim"": null, ""specialFeature"": null, ""backgroundColor"": ""White"", ""countryOfOrigin"": null, ""packagingDesign"": ""Traditional"", ""isLimitedEdition"": null, ""packagingMaterial"": ""Box"", ""targetDemographic"": null, ""dietaryCertifications"": null}",Sweets/Snacks,dodha burfi,dodha burfi | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,350
ed4cf3d0-6025-4d78-8b2a-68c764dc296e,"Haldiram - Mysore Pak, 400 Gram","{""tags"": [""Mysore Pak"", ""Indian Sweet"", ""Haldiram"", ""400g""], ""origin"": ""India"", ""flavour"": null, ""texture"": ""Soft"", ""occasion"": ""Celebration"", ""allergens"": ""Contains Dairy"", ""brandName"": ""Haldiram"", ""netWeight"": ""400 Grams"", ""shelfLife"": ""Moderate"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""productType"": ""Mysore Pak"", ""visualStyle"": ""Traditional"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""N/A"", ""keyIngredient"": null, ""packagingShape"": ""Rectangle"", ""specialFeature"": null, ""marketingClaims"": null, ""productionMethod"": ""Traditional"", ""storageCondition"": ""Cool and Dry Place"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General"", ""dietaryCertifications"": null}",Sweets/Snacks,mysore pak,mysore pak | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,138
ede9d9b6-a01d-441d-8114-20acbffc2137,"Haldiram - Cookie Heaven Delightful Moments, 600 Gram","{""tags"": [""Haldiram"", ""Cookies"", ""Snacks"", ""Vegetarian"", ""Sweet""], ""addIn"": ""N/A"", ""scent"": ""Sweet"", ""flavor"": ""N/A"", ""origin"": ""India"", ""weight"": ""600 g"", ""texture"": ""Crunchy"", ""packType"": ""Box"", ""sourcing"": ""Locally Sourced"", ""brandName"": ""Haldiram"", ""shelfLife"": ""N/A"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ resealable""], ""biscuitType"": ""Cookie"", ""seasonalUse"": ""N/A"", ""suitableFor"": ""Vegetarians"", ""priceSegment"": ""Premium"", ""specialClaim"": ""N/A"", ""caloricContent"": ""N/A"", ""certifications"": ""N/A"", ""mainIngredient"": ""N/A"", ""packageMaterial"": ""Cardboard"", ""nutritionFeature"": ""N/A"", ""applicationMethod"": ""Ready to Eat"", ""dietaryPreference"": ""N/A"", ""servingSuggestion"": ""Snack Time"", ""targetDemographic"": ""All Ages""}",Biscuits,cookie heaven delightful moments,cookie heaven delightful moments | biscuits,Haldiram,Biscuits,Biscuits,191
ee0c640c-ba52-4f41-8917-22f958d9d9b0,"Haldiram - Classic Stollen Bread, 200 Gram","{""tags"": [""stollen"", ""bakery"", ""holiday bread"", ""Haldiram"", ""classic bread""], ""color"": ""Golden Brown"", ""scent"": ""Fruity"", ""texture"": ""Soft"", ""mainType"": ""Bread"", ""packType"": ""Box"", ""brandName"": ""Haldiram"", ""dietClaim"": ""Eggless"", ""flourType"": ""All-purpose flour"", ""netVolume"": ""N/A"", ""netWeight"": ""200 g"", ""packCount"": ""1 Each"", ""packetSize"": ""Single-Use"", ""netWeightKg"": ""0.2 kg"", ""seasonalUse"": ""Holiday"", ""bakingMethod"": ""Oven"", ""priceSegment"": ""Affordable"", ""certifications"": ""FSSAI Approved"", ""expirationDate"": ""Best before date available on pack"", ""sweetnessLevel"": ""Moderate"", ""applicationMethod"": ""Ready to eat"", ""targetDemographic"": ""Families"", ""storageInstructions"": ""Store in a cool, dry place"", ""primaryFlavourOrIngredient"": ""N/A""}",Bread/Bakery Products,classic stollen bread,classic stollen bread | bread bakery products,Haldiram,"Bread, Bakery Products",Bread,-1
ee146ec5-5053-42ba-9e80-9b1c0407bf40,"Haldiram - Mexilla Nacho Cheese, Rs.5/-","{""tags"": [""snack"", ""crunchy"", ""tortilla chips"", ""nacho cheese"", ""indian snacks""], ""scent"": ""Cheesy"", ""region"": ""India"", ""flavour"": ""Nacho Cheese"", ""texture"": ""Crispy"", ""calories"": ""N/A"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""100 Grams"", ""snackForm"": ""Chips"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""specialTag"": ""N/A"", ""seasonalUse"": ""Year-Round"", ""servingSize"": ""N/A"", ""allergenInfo"": ""N/A"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""certifications"": ""N/A"", ""targetAudience"": ""Adults"", ""nutritionalInfo"": ""N/A"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Crunchy Snack,mexilla nacho cheese,mexilla nacho cheese | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,167
ee17445d-3c51-4a8f-bb57-d37f6805d03c,"Haldiram - Mithaas Churma Ladoo, 200 Gram","{""tags"": [""Mithaas"", ""Churma Ladoo"", ""Haldiram"", ""Sweets"", ""Indian Sweets"", ""Festive Treats""], ""color"": ""Pink"", ""scent"": ""Sweet"", ""shape"": ""Round"", ""flavour"": ""N/A"", ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""200 g"", ""packetSize"": ""Single-Use"", ""allergyInfo"": ""Contains nuts"", ""consistency"": ""N/A"", ""productType"": ""Ladoo"", ""seasonalUse"": ""Festivals"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""N/A"", ""keyIngredient"": ""N/A"", ""certifications"": ""FSSAI"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to eat"", ""dietaryPreference"": ""Vegetarian"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstruction"": ""Keep in a cool, dry place""}",Sweets/Snacks,mithaas churma ladoo,mithaas churma ladoo | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,370
ee1eef1c-75fb-4797-af93-700f773af63a,"Haldiram - Snax Treats, 360 Gram","{""tags"": [""Haldiram"", ""Snax Treats"", ""360 Gram"", ""Sweets"", ""Snacks"", ""Family Pack""], ""origin"": ""N/A"", ""flavour"": ""N/A"", ""brandName"": ""Haldiram"", ""mainColor"": ""Red"", ""netWeight"": ""360 g"", ""shelfLife"": ""N/A"", ""packetSize"": ""Family Pack"", ""properties"": [""❌ resealability""], ""productType"": ""N/A"", ""distribution"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""N/A"", ""keyIngredient"": ""N/A"", ""certifications"": ""N/A"", ""marketingClaim"": ""N/A"", ""packagingShape"": ""Box"", ""secondaryColor"": ""Brown"", ""specialFeature"": ""N/A"", ""dietaryPreference"": ""N/A"", ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General"", ""storageInstructions"": ""N/A""}",Sweets/Snacks,snax treats,snax treats | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,-1
ee208e8d-07b1-4dda-9e66-6df7c5eb7728,"Haldiram - Khatta Meetha Roasted, 55 Gram","{""tags"": [""Haldiram"", ""Khatta Meetha"", ""Roasted"", ""Lite"", ""Mixture"", ""Crunchy Snack"", ""Affordable""], ""flavour"": ""Khatta Meetha"", ""texture"": ""Crunchy"", ""dietType"": null, ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""55 Grams"", ""shelfLife"": ""Long"", ""snackForm"": ""Mixture"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""specialTag"": ""Roasted"", ""seasonalUse"": ""All Year"", ""priceSegment"": ""Affordable"", ""primaryColor"": ""Purple"", ""certification"": null, ""countUnitEach"": null, ""marketingClaim"": ""Lite"", ""packagingShape"": ""Pouch"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Direct Consumption"", ""packagingMaterial"": ""Plastic"", ""targetDemographic"": ""General""}",Sweets/Snacks,khatta meetha roasted,khatta meetha roasted | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,-1
eead1a77-a431-4538-b03a-a736918fdb3c,"Haldiram - Maxilla Salted, 50 Gram","{""tags"": [""Crunchy Snack"", ""Tortilla Chips"", ""Salted"", ""Haldiram""], ""scent"": ""Savory"", ""vegan"": ""N/A"", ""flavour"": ""Classic Salted"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""50 Grams"", ""snackForm"": ""Chips"", ""glutenFree"": ""N/A"", ""packetSize"": ""Single-Use"", ""specialTag"": ""N/A"", ""healthClaim"": ""N/A"", ""productType"": ""Snack Food"", ""seasonalUse"": ""All Year Round"", ""allergenInfo"": ""N/A"", ""containsNuts"": ""N/A"", ""priceSegment"": ""Affordable"", ""certification"": ""N/A"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Pouch"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General Audience"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,maxilla salted,maxilla salted | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,160
eee42b4c-52dc-4584-af29-104b67f5c7f1,"Haldiram - Cookie Heaven Cake Rusk, 200 Gram","{""tags"": [""cake rusk"", ""snack"", ""Haldiram"", ""biscuit"", ""bakery""], ""color"": ""Golden Brown"", ""scent"": ""Biscuity"", ""shape"": ""Rectangular"", ""texture"": ""Crispy"", ""mainType"": ""Rusk"", ""packType"": ""Box"", ""brandName"": ""Haldiram"", ""dietClaim"": ""N/A"", ""netVolume"": ""N/A"", ""netWeight"": ""200 g"", ""packCount"": ""1 Each"", ""shelfLife"": ""N/A"", ""packetSize"": ""Multi-Use"", ""netWeightKg"": ""0.2 kg"", ""seasonalUse"": ""N/A"", ""allergenInfo"": ""May contain nuts"", ""priceSegment"": ""Affordable"", ""certifications"": ""FSSAI Approved"", ""productFeatures"": ""Handmade"", ""applicationMethod"": ""Snack"", ""servingSuggestion"": ""Pairs well with tea"", ""targetDemographic"": ""All Ages"", ""storageInstructions"": ""Store in a cool, dry place"", ""primaryFlavourOrIngredient"": ""N/A""}",Bread/Bakery Products,cookie heaven cake rusk,cookie heaven cake rusk | bread bakery products,Haldiram,"Bread, Bakery Products",Bread,73
ef12582e-8737-4395-8626-7cdd913eb1e5,"Haldiram - Teekha Meetha, 150 Gram","{""tags"": [""Haldiram"", ""Crunchy Snack"", ""Teekha Meetha"", ""Mixture"", ""Indian Snack""], ""scent"": ""Savory"", ""flavour"": ""Teekha Meetha"", ""texture"": ""Crunchy"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""150 Grams"", ""snackForm"": ""Mixture"", ""packetSize"": ""Single-Use"", ""resealable"": null, ""specialTag"": null, ""seasonalUse"": ""Any"", ""tastingNote"": ""Sweet & Spicy"", ""allergenInfo"": ""May contain nuts"", ""caloricValue"": ""High"", ""priceSegment"": ""Affordable"", ""countUnitEach"": ""1 Each"", ""packagingType"": ""Plastic"", ""certifications"": null, ""dietPreference"": ""Vegetarian"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Perfect for snacking"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Crunchy Snack,teekha meetha,teekha meetha | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,272
efabca01-0ed1-4d97-9bd6-cf976dac784a,"Haldiram - Nutty Factory Antioxidants Mix, 200 Gram","{""tags"": [""nut mix"", ""healthy snack"", ""antioxidants"", ""haldiram""], ""type"": ""Antioxidants Mix"", ""dietary"": ""Vegetarian"", ""texture"": ""Crunchy"", ""packSize"": ""N/A"", ""vitamins"": ""Vitamin B"", ""netWeight"": ""200 g"", ""snackType"": ""Healthy Snack"", ""properties"": [""gmo free"", ""❌ nut free"", ""❌ gluten free"", ""high in fiber""], ""colorScheme"": ""Green and Colorful"", ""seasonalUse"": ""All Year Round"", ""priceSegment"": ""Affordable"", ""productBrand"": ""Haldiram"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""packagingType"": ""Resealable Bag"", ""flavorSeasoning"": ""N/A"", ""mainIngredients"": ""Dry Fruits and Nuts"", ""preparationType"": ""N/A"", ""servingSuggestion"": ""As Snack"", ""targetDemographic"": ""Health-Conscious Consumers""}",Dry Fruits/Seeds,nutty factory antioxidants mix,nutty factory antioxidants mix | dry fruits seeds,Haldiram,"Dry Fruits, Seeds",Dry Fruits,-1
efc34dd8-c344-4013-8185-e81d012bc17c,"Haldiram - Assortment Of Chocolate Barks, 600 Gram","{""tags"": [""Haldiram"", ""Chocolate Barks"", ""Gift Pack"", ""Festive Treat"", ""Premium Confectionery""], ""scent"": ""Chocolatey"", ""shape"": ""Square"", ""colors"": ""Assorted"", ""flavors"": ""Assorted"", ""texture"": ""Crunchy"", ""mainType"": ""Chocolate Bark"", ""brandName"": ""Haldiram"", ""netLitres"": null, ""netVolume"": null, ""netWeight"": ""600 Grams"", ""unitCount"": null, ""packetSize"": ""Multi-Use"", ""seasonalUse"": ""Festive"", ""occasionType"": ""Gift Pack"", ""priceSegment"": ""Premium"", ""resealability"": ""Non-Resealable"", ""certifications"": ""Quality Standard"", ""cocoaPercentage"": null, ""applicationMethod"": ""Ready to Eat"", ""packagingMaterial"": ""Cardboard"", ""specialAttributes"": null, ""targetDemographic"": ""All Ages"", ""flavourOrIngredient"": ""Chocolate""}",Confectionery/Chocolates,assortment of chocolate barks,assortment of chocolate barks | confectionery chocolates,Haldiram,"Confectionery, Chocolates",Confectionery,79
eff9a708-3e02-4ba1-8af4-c0c3ed86f429,"Haldiram - Kesar Rasbhari, 3.7 Kg","{""tags"": [""sweets"", ""desserts"", ""Haldiram"", ""Kesar Rasbhari"", ""Indian sweets""], ""color"": ""Yellow"", ""scent"": ""Scented"", ""shape"": ""Round"", ""flavour"": ""Kesar"", ""texture"": ""Soft"", ""brandName"": ""Haldiram"", ""netWeight"": ""3.7 Kg"", ""shelfLife"": null, ""packetSize"": ""Multi-Use"", ""productType"": ""Rasbhari"", ""seasonalUse"": ""Festive"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""tasteProfile"": ""Sweet"", ""keyIngredient"": null, ""caloricContent"": null, ""culturalOrigin"": ""Indian"", ""specialFeature"": null, ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""Dessert"", ""targetDemographic"": ""General"", ""dietarySuitability"": null, ""preservationMethod"": ""Packed""}",Sweets/Snacks,kesar rasbhari,kesar rasbhari | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,209
f006aa35-3595-4c4b-92c6-73c710f5b093,"Haldiram - Delista Macaroni, 200 Gram","{""tags"": [""Crunchy Snack"", ""Haldiram"", ""Delista"", ""Macaroni"", ""Savory""], ""scent"": ""Savory"", ""flavour"": null, ""texture"": ""Crunchy"", ""dietType"": null, ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""200 Grams"", ""packShape"": ""Flat"", ""snackForm"": ""Macaroni"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""specialTag"": null, ""spiceLevel"": ""Mild"", ""seasonalUse"": ""Year-Round"", ""priceSegment"": ""Affordable"", ""countUnitEach"": null, ""certifications"": ""FSSAI"", ""culturalOrigin"": ""Indian"", ""productPurpose"": ""Snack"", ""prominentColor"": ""Red"", ""applicationMethod"": ""Ready to Eat"", ""nutritionalClaims"": ""High Energy"", ""packagingMaterial"": ""Plastic"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General Audience""}",Crunchy Snack,delista macaroni,delista macaroni | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,126
f0255f39-2121-4660-93e7-86e688005818,"Haldiram - Mathri, 200 Gram","{""tags"": [""snack"", ""Haldiram"", ""mathri"", ""crunchy"", ""vegetarian""], ""scent"": ""Savory"", ""flavour"": null, ""texture"": ""Crunchy"", ""biteSize"": ""Small"", ""contains"": ""Wheat"", ""dietType"": ""Vegetarian"", ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""200 Grams"", ""snackForm"": ""Mathri"", ""packetSize"": ""Single-Use"", ""specialTag"": null, ""crunchLevel"": ""High"", ""seasonalUse"": ""All Year"", ""allergenInfo"": ""May Contain Nuts"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""None"", ""countUnitEach"": null, ""packagingType"": ""Pouch"", ""certifications"": ""Indian Standards"", ""applicationMethod"": ""Ready-to-Eat"", ""packagingFeatures"": ""Resealable"", ""servingSuggestion"": ""Snack"", ""targetDemographic"": ""General""}",Crunchy Snack,mathri,mathri | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,95
f05e337e-829f-4c17-87e8-c879c2a98530,"Haldiram - Whoopies Light And Crispy Cheezi Ball, Rs.5/-","{""tags"": [""snack"", ""cheese"", ""crispy"", ""Haldiram"", ""whoopies"", ""cheeziballs""], ""color"": ""Yellow"", ""scent"": ""Cheesy"", ""shape"": ""Round"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""audience"": ""All Ages"", ""brandName"": ""HALDIRAM"", ""netVolume"": ""N/A"", ""netWeight"": ""N/A"", ""snackForm"": ""Cheezi Balls"", ""packetSize"": ""Party Pack"", ""properties"": [""❌ imported""], ""specialTag"": ""N/A"", ""productType"": ""Snack"", ""seasonalUse"": ""Any Season"", ""servingSize"": ""N/A"", ""priceSegment"": ""Affordable"", ""cookingMethod"": ""N/A"", ""countUnitEach"": ""N/A"", ""packagingType"": ""Resealable Bag"", ""certifications"": ""N/A"", ""dietaryOptions"": ""N/A"", ""quantityPerPack"": ""N/A"", ""applicationMethod"": ""Ready to Eat""}",Crunchy Snack,whoopies light and crispy cheezi ball,whoopies light and crispy cheezi ball | crunchy snack,HALDIRAM,Crunchy Snack,Crunchy Snack,271
f06c5c02-e6a0-4998-89a4-c4d9f72d6f89,"Haldiram - Butterscotch Milk, 200 ml","{""tags"": [""Haldiram"", ""Butterscotch"", ""Flavoured Milk"", ""Dessert Drink"", ""Chilled Milk""], ""scent"": ""Sweet"", ""fatType"": null, ""texture"": ""Creamy"", ""brandName"": ""Haldiram"", ""shelfLife"": ""Long Duration"", ""milkSource"": null, ""packetSize"": ""Single-Use"", ""promotions"": ""Made with Love"", ""netQuantity"": ""200 ml"", ""productType"": ""Flavoured Milk"", ""seasonalUse"": ""Year-round"", ""priceSegment"": ""Affordable"", ""sugarContent"": ""Moderate"", ""packagingType"": ""Carton"", ""storageAdvice"": ""Refrigerate After Opening"", ""usageOccasion"": ""Snack"", ""certifications"": ""ISSAI"", ""milkProcessing"": null, ""multiPackCount"": null, ""flavorOrVariant"": ""Butterscotch"", ""applicationMethod"": ""Chilled"", ""dietaryPreference"": null, ""targetDemographic"": ""General""}",Milk and Dairy Products,butterscotch milk,butterscotch milk | milk and dairy products,Haldiram,Milk and Dairy Products,Milk and Dairy Products,-1
f0726f16-5166-4121-99a1-e3b7d624b893,"Haldiram - Nutty Delight Cocktail Mix, 150 Gram","{""brand"": ""Haldiram"", ""scent"": ""N/A"", ""texture"": ""N/A"", ""keywords"": [""nutty"", ""snack"", ""mix"", ""Haldiram"", ""cocktail"", ""150 grams""], ""packSize"": ""N/A"", ""netWeight"": ""150 Grams"", ""packetSize"": ""Single-Use"", ""productType"": ""Cocktail Mix"", ""seasonalUse"": ""N/A"", ""allergenInfo"": ""N/A"", ""priceSegment"": ""Premium"", ""sourceRegion"": ""N/A"", ""varietyGrade"": ""N/A"", ""flavorSeasoning"": ""N/A"", ""nutritionalInfo"": ""N/A"", ""preparationType"": ""N/A"", ""applicationMethod"": ""Snack"", ""packagingMaterial"": ""N/A"", ""targetDemographic"": ""General"", ""servingSuggestions"": ""N/A"", ""dietaryRestrictions"": ""N/A"", ""storageInstructions"": ""N/A"", ""consumptionSuggestion"": ""N/A""}",Dry Fruits/Seeds,nutty delight cocktail mix,nutty delight cocktail mix | dry fruits seeds,Haldiram,"Dry Fruits, Seeds",Dry Fruits,-1
f0d5a1bb-6227-4948-af7f-6d34cf73711f,"Haldiram - Cherish Chocolate Cookies, 180 Gram","{""tags"": [""Chocolate"", ""Cookies"", ""Biscuits"", ""Sweet"", ""Snack""], ""addIn"": null, ""scent"": ""Chocolate"", ""flavor"": ""Chocolate"", ""origin"": ""India"", ""weight"": ""180 g"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""imageType"": ""Digital Mock-Up"", ""shelfLife"": ""6 months"", ""packetSize"": ""Single-Use"", ""properties"": [""❌ resealable""], ""biscuitType"": null, ""ingredients"": [""Chocolate Chips"", ""Cocoa Solids"", ""Emulsifiers""], ""allergenInfo"": [""Contains Gluten"", ""Contains Soy""], ""priceSegment"": ""Affordable"", ""specialClaim"": null, ""certifications"": [""FSSAI""], ""mainIngredient"": null, ""nutritionFeature"": null, ""dietaryPreference"": null, ""packagingMaterial"": ""Cardboard"", ""targetDemographic"": ""General""}",Biscuits,cherish chocolate cookies,cherish chocolate cookies | biscuits,Haldiram,Biscuits,Biscuits,166
f0e2b829-0c69-4573-ab45-ec85778dc110,"Haldiram - Kesar (Saffron), 1 Gram","{""tags"": [""Haldiram"", ""Kesar"", ""Saffron"", ""Premium"", ""Gourmet""], ""scent"": null, ""flavour"": null, ""texture"": null, ""brandName"": ""HALDIRAM"", ""netVolume"": null, ""netWeight"": ""1 Gram"", ""snackForm"": null, ""packetSize"": ""Single-Use"", ""properties"": [""resealability""], ""specialTag"": null, ""visibility"": ""Visible Contents"", ""productType"": ""Saffron"", ""seasonalUse"": null, ""priceSegment"": ""Premium"", ""transparency"": ""Transparent"", ""certification"": null, ""countUnitEach"": ""1 Each"", ""packagingType"": ""Jar"", ""marketingClaim"": null, ""applicationMethod"": null, ""packagingMaterial"": ""Glass"", ""servingSuggestion"": null, ""targetDemographic"": null, ""uniqueSellingPoint"": ""High Quality""}",Sweets/Snacks,kesar saffron,kesar saffron | sweets snacks,HALDIRAM,"Sweets, Snacks",Sweets,-1
f0ecc51e-bc4b-4470-a0f9-25b6a69d8a0c,"Haldiram - Dalda Besan Burfi, 200 Gram","{""tags"": [""Burfi"", ""Sweets"", ""Haldiram"", ""Indian Sweets"", ""Dessert""], ""scent"": ""Sweet"", ""shape"": ""Rectangular"", ""flavour"": ""N/A"", ""texture"": ""Soft"", ""material"": ""Cardboard"", ""brandName"": ""Haldiram"", ""netWeight"": ""200 g"", ""packetSize"": ""Single-Use"", ""productType"": ""Burfi"", ""seasonalUse"": ""N/A"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""transparency"": ""Opaque"", ""keyIngredient"": ""Besan"", ""resealability"": ""N/A"", ""certifications"": ""N/A"", ""specialFeature"": ""N/A"", ""countryOfOrigin"": ""India"", ""marketingClaims"": ""Traditional Recipe"", ""applicationMethod"": ""Ready to Eat"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""Store in a cool, dry place""}",Sweets/Snacks,dalda besan burfi,dalda besan burfi | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,382
f132529b-a9e5-4c71-8af7-f932d453b4dc,"Haldiram - Khatta Meetha, 205 Gram","{""tags"": [""Haldiram"", ""Khatta Meetha"", ""Mixture"", ""Rice"", ""Affordable"", ""Indian Snacks"", ""Crunchy"", ""Savory""], ""flavour"": ""Khatta Meetha"", ""texture"": ""Crunchy"", ""brandName"": ""Haldiram"", ""netWeight"": ""205 g"", ""shelfLife"": ""6 Months"", ""packetSize"": ""Multi-Use"", ""properties"": [""❌ contains nuts"", ""❌ resealable""], ""productType"": ""Mixture"", ""seasonalUse"": ""All Year"", ""suitableFor"": ""Vegetarians"", ""packQuantity"": ""1 Each"", ""priceSegment"": ""Affordable"", ""certification"": ""FSSAI"", ""keyIngredient"": ""Rice"", ""originCountry"": ""India"", ""specialFeature"": null, ""packagingMaterial"": ""Plastic"", ""storageInstructions"": ""Store in a cool and dry place"", ""nutritionalInformation"": ""Available""}",Sweets/Snacks,khatta meetha,khatta meetha | sweets snacks,Haldiram,"Sweets, Snacks",Sweets,332
f173812c-2297-4311-adde-c2371b6ad01c,"Haldiram - Sev Murmura, Rs.10/-","{""tags"": [""snack"", ""Haldiram"", ""Sev"", ""murmura"", ""savory"", ""crispy"", ""India"", ""affordable snack""], ""scent"": ""Savory"", ""flavour"": ""N/A"", ""texture"": ""Crispy"", ""brandName"": ""Haldiram"", ""netWeight"": ""N/A"", ""packetSize"": ""Single-Use"", ""caloricInfo"": ""N/A"", ""productType"": ""Sev"", ""seasonalUse"": ""All Year"", ""servingSize"": ""N/A"", ""dietaryClaim"": ""N/A"", ""packQuantity"": ""N/A"", ""priceSegment"": ""Affordable"", ""keyIngredient"": ""N/A"", ""packagingType"": ""Pouch"", ""specialFeature"": ""Lite"", ""countryOfOrigin"": ""India"", ""applicationMethod"": ""Snacking"", ""servingSuggestion"": ""N/A"", ""targetDemographic"": ""General"", ""storageInstructions"": ""N/A""}",Bhujia / Namkeen,sev murmura,sev murmura | bhujia namkeen,Haldiram,"Bhujia, Namkeen",Bhujia,84
